site,day_of_month,month,year,text,species,count,areaTextMatch,visitId
Chorlton Water Park,17,March,2010,"Count: 2, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",Stock Dove,2,"Count: 2, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",URN:CornellLabOfOrnithology:EBIRD:OBS348272241
Chorlton Water Park,1,March,2010,"Count: 2, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",Stock Dove,2,"Count: 2, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",URN:CornellLabOfOrnithology:EBIRD:OBS348264843
Chorlton Water Park,6,March,2010,"Count: 1, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",Stock Dove,1,"Count: 1, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",URN:CornellLabOfOrnithology:EBIRD:OBS348264869
Chorlton Water Park,4,April,2010,"Count: 2, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",Stock Dove,2,"Count: 2, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",URN:CornellLabOfOrnithology:EBIRD:OBS348274535
Chorlton Water Park,16,March,2011,"Count: 2, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",Stock Dove,2,"Count: 2, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",URN:CornellLabOfOrnithology:EBIRD:OBS353085833
Chorlton Water Park,12,January,2011,"Count: 3, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",Stock Dove,3,"Count: 3, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",URN:CornellLabOfOrnithology:EBIRD:OBS352026227
Chorlton Water Park,16,July,2012,"Count: 2, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",Stock Dove,2,"Count: 2, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",URN:CornellLabOfOrnithology:EBIRD:OBS356303981
Chorlton Water Park,17,May,2014,"Count: 2, observerId: obsr268884, duration: 180, number of observers: 1, distance covered: 5.0, area covered: null, trip comments: Early morning visit to the water park was great ... excellent spring weather, great birding.    Also seen were several gray squirrels, one fox on edge of golf course and 2 rabbits., species comments: null",Stock Dove,2,"Count: 2, observerId: obsr268884, duration: 180, number of observers: 1, distance covered: 5.0, area covered: null, trip comments: Early morning visit to the water park was great ... excellent spring weather, great birding.    Also seen were several gray squirrels, one fox on edge of golf course and 2 rabbits., species comments: null",URN:CornellLabOfOrnithology:EBIRD:OBS255151548
Chorlton Water Park,19,May,2014,"Count: 2, observerId: obsr268884, duration: 180, number of observers: 1, distance covered: 6.0, area covered: null, trip comments: Early am visit to the water park was very productive ... excellent spring weather, great birding.   Squirrels were seen and one fox scooting through the underbrush., species comments: null",Stock Dove,2,"Count: 2, observerId: obsr268884, duration: 180, number of observers: 1, distance covered: 6.0, area covered: null, trip comments: Early am visit to the water park was very productive ... excellent spring weather, great birding.   Squirrels were seen and one fox scooting through the underbrush., species comments: null",URN:CornellLabOfOrnithology:EBIRD:OBS255154179
Chorlton Water Park,16,September,2015,"Count: 1, observerId: obsr508556, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",Stock Dove,1,"Count: 1, observerId: obsr508556, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",URN:CornellLabOfOrnithology:EBIRD:OBS342635367
Chorlton Water Park,7,February,2016,"Count: 1, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",Stock Dove,1,"Count: 1, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",URN:CornellLabOfOrnithology:EBIRD:OBS430346989
Chorlton Water Park,7,June,2016,"Count: 2, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",Stock Dove,2,"Count: 2, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",URN:CornellLabOfOrnithology:EBIRD:OBS430432288
Chorlton Water Park,12,March,2016,"Count: 2, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",Stock Dove,2,"Count: 2, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",URN:CornellLabOfOrnithology:EBIRD:OBS430353964
Chorlton Water Park,4,June,2016,"Count: 3, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",Stock Dove,3,"Count: 3, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",URN:CornellLabOfOrnithology:EBIRD:OBS430432068
Chorlton Water Park,16,April,2016,"Count: 2, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",Stock Dove,2,"Count: 2, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",URN:CornellLabOfOrnithology:EBIRD:OBS430421486
Chorlton Water Park,30,July,2016,"Count: 1, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",Stock Dove,1,"Count: 1, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",URN:CornellLabOfOrnithology:EBIRD:OBS430432856
Chorlton Water Park,10,May,2016,"Count: 2, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",Stock Dove,2,"Count: 2, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",URN:CornellLabOfOrnithology:EBIRD:OBS430425039
Chorlton Water Park,10,April,2016,"Count: 2, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",Stock Dove,2,"Count: 2, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",URN:CornellLabOfOrnithology:EBIRD:OBS430369600
Chorlton Water Park,23,April,2017,"Count: 1, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",Stock Dove,1,"Count: 1, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",URN:CornellLabOfOrnithology:EBIRD:OBS508431110
Chorlton Water Park,10,December,2017,"Count: 3, observerId: obsr647536, duration: 60, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",Stock Dove,3,"Count: 3, observerId: obsr647536, duration: 60, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",URN:CornellLabOfOrnithology:EBIRD:OBS559511004
Chorlton EES,19,April,2013,"Count: 4, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",Stock Dove,4,"Count: 4, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",URN:CornellLabOfOrnithology:EBIRD:OBS525086208
Chorlton EES,28,March,2013,"Count: 1, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",Stock Dove,1,"Count: 1, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",URN:CornellLabOfOrnithology:EBIRD:OBS525083412
Chorlton EES,29,April,2013,"Count: 2, observerId: obsr744865, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",Stock Dove,2,"Count: 2, observerId: obsr744865, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",URN:CornellLabOfOrnithology:EBIRD:OBS584803815
Chorlton EES,29,April,2013,"Count: 2, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",Stock Dove,2,"Count: 2, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",URN:CornellLabOfOrnithology:EBIRD:OBS525088045
Chorlton EES,19,April,2013,"Count: 4, observerId: obsr744865, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",Stock Dove,4,"Count: 4, observerId: obsr744865, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",URN:CornellLabOfOrnithology:EBIRD:OBS584812542
Chorlton EES,19,July,2015,"Count: 1, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",Stock Dove,1,"Count: 1, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",URN:CornellLabOfOrnithology:EBIRD:OBS525291256
Chorlton EES,14,June,2015,"Count: 1, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",Stock Dove,1,"Count: 1, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",URN:CornellLabOfOrnithology:EBIRD:OBS525290801
Chorlton EES,24,April,2016,"Count: 1, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",Stock Dove,1,"Count: 1, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",URN:CornellLabOfOrnithology:EBIRD:OBS527569140
Chorlton EES,2,March,2016,"Count: 2, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",Stock Dove,2,"Count: 2, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",URN:CornellLabOfOrnithology:EBIRD:OBS527413871
Chorlton EES,14,May,2016,"Count: 2, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",Stock Dove,2,"Count: 2, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",URN:CornellLabOfOrnithology:EBIRD:OBS527575514
